Load	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
Ext	Angle	DL	SL	Wutt	*	Wdtt	*	Wdspan1	*	Wdspan2	*	Wdspan3	*	Wdspan4	*	Wdspan5	*	Wdspan6	*	Angle	DL	SL	Wutt	*	Wdtt	*	Angle	DL	SL	Wdtt	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
*	*	N/mm	N/mm	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	*	N/mm	N/mm	N/mm	N	N/mm	N	*	N/mm	N/mm	N/mm	N	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
6	30	0.55	0	1.15	988.31	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	0.96	928.11	-1.25	365.06	34.66	0.55	0	-5.43	3316.22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
7	30	0.55	0	1.15	988.31	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	0.96	928.11	-1.25	365.06	32.9	0.55	0	-5.31	3573.5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
8	30	0.55	0	1.15	988.31	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	0.96	928.11	-1.25	365.06	31.02	0.55	0	-5.18	3847.7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
9	30	0.55	0	1.15	988.31	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.96	928.11	-1.25	365.06	30.68	0.55	0	-5.15	3898.36	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
10	30	0.55	0	1.15	988.31	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.96	928.11	-1.25	365.06	31.87	0.55	0	-5.24	3723.69	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
11	30	0.55	0	0.79	419.84	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.61	423.09	-0.73	285.45	32.78	0.55	0	-3.13	2196.26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
12	30	0.55	0	0.79	419.84	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.61	423.09	-0.73	285.45	33.48	0.55	0	-3.16	2151.13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
13	30	0.55	0	0.79	419.84	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.61	423.09	-0.73	285.45	34.01	0.55	0	-3.18	2117.5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
14	30	0.55	0	0.79	419.84	-2.73	779.68	-2.34	667.32	-2.36	674.2	-3.21	917.28	-3.21	917.28	-2.18	622.83	45	0.55	0	0.61	423.09	-0.73	285.45	34.38	0.55	0	-3.19	2093.45	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
15	30	0.55	0	0.79	419.84	-2.73	779.68	-2.34	667.32	-2.36	674.2	-3.21	917.28	-3.21	917.28	-2.18	622.83	45	0.55	0	0.61	423.09	-0.73	285.45	34.55	0.55	0	-3.2	2082.31	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
16	30	0.55	0	0.61	337.38	-2.73	779.68	-2.34	667.32	-2.36	674.2	-3.21	917.28	-3.21	917.28	-2.18	622.83	45	0.55	0	0.36	244.05	-0.2	224.59	33.58	0.55	0	-1.39	892.65	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
17	30	0.55	0	0.61	337.38	-2.72	772.71	-2.25	641.3	-2.17	617.45	-2.88	820.87	-3.16	900.07	-3.16	900.07	45	0.55	0	0.36	244.05	-0.2	224.59	33.5	0.55	0	-1.39	891.25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
18	30	0.55	0	0.61	337.38	-2.72	772.71	-2.25	641.3	-2.17	617.45	-2.88	820.87	-3.16	900.07	-3.16	900.07	45	0.55	0	0.36	244.05	-0.2	224.59	33.36	0.55	0	-1.39	888.45	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
19	30	0.55	0	0.61	337.38	-2.72	772.71	-2.25	641.3	-2.17	617.45	-2.88	820.87	-3.16	900.07	-3.16	900.07	45	0.55	0	0.36	244.05	-0.2	224.59	33.13	0.55	0	-1.4	884.26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
20	30	0.55	0	0.61	337.38	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.36	244.05	-0.2	224.59	32.84	0.55	0	-1.41	878.68	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
21	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	32.47	0.55	0	-1.28	795.8	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
22	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	32.04	0.55	0	-1.3	802.8	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
23	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	31.54	0.55	0	-1.33	810.88	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
24	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	30.97	0.55	0	-1.36	820.05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
25	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	30.34	0.55	0	-1.39	830.34	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
26	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	30.33	0.55	0	-1.39	830.39	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
27	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	30.97	0.55	0	-1.36	820.14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
28	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	31.53	0.55	0	-1.33	810.98	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
29	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	32.03	0.55	0	-1.3	802.9	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
30	30	0.55	0	0.64	429.41	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.33	307.6	-0.12	120.16	32.47	0.55	0	-1.28	795.89	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
31	30	0.55	0	0.61	337.38	-2.88	844.67	-2.49	730.83	-2.19	641.59	-1.56	455.86	-2.69	787.27	-2.74	802.71	45	0.55	0	0.36	244.05	-0.2	224.59	32.83	0.55	0	-1.41	878.57	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
32	30	0.55	0	0.61	337.38	-2.72	772.71	-2.25	641.3	-2.17	617.45	-2.88	820.87	-3.16	900.07	-3.16	900.07	45	0.55	0	0.36	244.05	-0.2	224.59	33.13	0.55	0	-1.4	884.15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
33	30	0.55	0	0.61	337.38	-2.72	772.71	-2.25	641.3	-2.17	617.45	-2.88	820.87	-3.16	900.07	-3.16	900.07	45	0.55	0	0.36	244.05	-0.2	224.59	33.35	0.55	0	-1.39	888.34	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
34	30	0.55	0	0.61	337.38	-2.72	772.71	-2.25	641.3	-2.17	617.45	-2.88	820.87	-3.16	900.07	-3.16	900.07	45	0.55	0	0.36	244.05	-0.2	224.59	33.5	0.55	0	-1.39	891.14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
35	30	0.55	0	0.61	337.38	-2.73	779.68	-2.34	667.32	-2.36	674.2	-3.21	917.28	-3.21	917.28	-2.18	622.83	45	0.55	0	0.36	244.05	-0.2	224.59	33.57	0.55	0	-1.39	892.54	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
36	30	0.55	0	0.79	419.84	-2.73	779.68	-2.34	667.32	-2.36	674.2	-3.21	917.28	-3.21	917.28	-2.18	622.83	45	0.55	0	0.61	423.09	-0.73	285.45	34.55	0.55	0	-3.2	2082.34	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
37	30	0.55	0	0.79	419.84	-2.73	779.68	-2.34	667.32	-2.36	674.2	-3.21	917.28	-3.21	917.28	-2.18	622.83	45	0.55	0	0.61	423.09	-0.73	285.45	34.38	0.55	0	-3.19	2093.48	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
38	30	0.55	0	0.79	419.84	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.61	423.09	-0.73	285.45	34.01	0.55	0	-3.18	2117.5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
39	30	0.55	0	0.79	419.84	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.61	423.09	-0.73	285.45	33.48	0.55	0	-3.16	2151.13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
40	30	0.55	0	0.79	419.84	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.61	423.09	-0.73	285.45	32.78	0.55	0	-3.13	2196.26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
41	30	0.55	0	1.15	988.31	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.96	928.11	-1.25	365.06	31.87	0.55	0	-5.24	3723.69	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
42	30	0.55	0	1.15	988.31	-6.3	2000.86	-6.42	2040.48	-7.04	2236.26	-5.34	1696.71	-5.39	1713.03	-5.13	1631.45	45	0.55	0	0.96	928.11	-1.25	365.06	30.68	0.55	0	-5.15	3898.36	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
43	30	0.55	0	1.15	988.31	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	0.96	928.11	-1.25	365.06	31.03	0.55	0	-5.18	3846.76	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
44	30	0.55	0	1.15	988.31	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	0.96	928.11	-1.25	365.06	32.92	0.55	0	-5.31	3569.72	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
45	30	0.55	0	1.15	988.31	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	0.96	928.11	-1.25	365.06	34.53	0.55	0	-5.43	3334.61	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
46	30	0.55	0	1.79	1224.56	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	1.58	910.47	-2.05	591.8	35.87	0.55	0	-8.98	3259.81	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
47	30	0.55	0	1.79	1224.56	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	1.58	910.47	-2.05	591.8	36.92	0.55	0	-9.11	3220.78	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
48	30	0.55	0	1.79	1224.56	-7.49	2872.72	-8.21	3149.91	-7.26	2784.52	-6.57	2519.93	-5.8	2226.99	-5.98	2293.13	45	0.55	0	1.58	910.47	-2.05	591.8	37.71	0.55	0	-9.21	3191.61	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
49	30	0.55	0	1.79	1224.56	-12.02	3356.31	-11.07	3092.84	-8.92	2492.06	-9.13	2550.8	-8.49	2372.91	-8.49	2372.91	45	0.55	0	1.58	910.47	-2.05	591.8	38.24	0.55	0	-9.28	3172.21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
50	30	0.55	0	1.79	1224.56	-12.02	3356.31	-11.07	3092.84	-8.92	2492.06	-9.13	2550.8	-8.49	2372.91	-8.49	2372.91	45	0.55	0	1.58	910.47	-2.05	591.8	38.5	0.55	0	-9.31	3162.53	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
Far	Frame 1	DL	SL	Wutt	*	Wdspan1	*	Wdspan2	*	Wdspan3	*	Wdspan4	*	Wdspan5	*	Wdspan6	*	Frame 2	DL	SL	Wutt	*	Wdtt	*	Frame 3	DL	SL	Wdtt	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
*	Angle	N/mm	N/mm	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	Angle	N/mm	N/mm	N/mm	N	N/mm	N	Angle	N/mm	N/mm	N/mm	N	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
1	30	0.55	0	0.69	339.35	-3.47	442.26	-3.47	442.26	-2.36	300.29	-2.36	300.29	-2.45	312.67	-2.55	325.06	45	0.55	0	0.46	356.56	-0.22	77.9	32.43	0.55	0	-1.72	785.9	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
2	30	0.55	0	0.69	339.35	-3.47	442.26	-3.47	442.26	-2.36	300.29	-2.36	300.29	-2.45	312.67	-2.55	325.06	45	0.55	0	0.46	356.56	-0.22	77.9	32.35	0.55	0	-1.72	788.44	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
3	30	0.55	0	0.69	339.35	-2.69	804.91	-3.4	1016.3	-3.4	1016.3	-2.31	690.07	-2.4	718.52	-2.28	682.95	45	0.55	0	0.46	356.56	-0.22	77.9	32.19	0.55	0	-1.73	793.53	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
4	30	0.55	0	0.69	339.35	-2.69	804.91	-3.4	1016.3	-3.4	1016.3	-2.31	690.07	-2.4	718.52	-2.28	682.95	45	0.55	0	0.46	356.56	-0.22	77.9	31.95	0.55	0	-1.74	801.18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
5	30	0.55	0	0.69	339.35	-2.69	804.91	-3.4	1016.3	-3.4	1016.3	-2.31	690.07	-2.4	718.52	-2.28	682.95	45	0.55	0	0.46	356.56	-0.22	77.9	31.63	0.55	0	-1.75	811.43	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
6	30	0.55	0	0.66	432.6	-2.69	804.91	-3.4	1016.3	-3.4	1016.3	-2.31	690.07	-2.4	718.52	-2.28	682.95	45	0.55	0	0.53	450.57	-0.17	108.89	31.22	0.55	0	-1.56	1006.85	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
7	30	0.55	0	0.66	432.6	-2.69	804.91	-3.4	1016.3	-3.4	1016.3	-2.31	690.07	-2.4	718.52	-2.28	682.95	45	0.55	0	0.53	450.57	-0.17	108.89	30.76	0.55	0	-1.59	1022.36	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
8	30	0.55	0	0.66	432.6	-2.69	804.91	-3.4	1016.3	-3.4	1016.3	-2.31	690.07	-2.4	718.52	-2.28	682.95	45	0.55	0	0.53	450.57	-0.17	108.89	30.27	0.55	0	-1.61	1039.17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
9	30	0.55	0	0.66	432.6	-1.5	430.35	-2.57	735.07	-3.27	937.58	-3.27	937.58	-2.31	662.87	-2.22	636.62	45	0.55	0	0.53	450.57	-0.17	108.89	30.33	0.55	0	-1.61	1037.28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
10	30	0.55	0	0.66	432.6	-1.5	430.35	-2.57	735.07	-3.27	937.58	-3.27	937.58	-2.31	662.87	-2.22	636.62	45	0.55	0	0.53	450.57	-0.17	108.89	30.94	0.55	0	-1.58	1016.53	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
11	30	0.55	0	0.66	441.35	-1.5	430.35	-2.57	735.07	-3.27	937.58	-3.27	937.58	-2.31	662.87	-2.22	636.62	45	0.55	0	0.26	153.38	-0.16	62.68	31.46	0.55	0	-1.71	942.91	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
12	30	0.55	0	0.66	441.35	-1.5	430.35	-2.57	735.07	-3.27	937.58	-3.27	937.58	-2.31	662.87	-2.22	636.62	45	0.55	0	0.26	153.38	-0.16	62.68	31.91	0.55	0	-1.68	921.98	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
13	30	0.55	0	0.66	441.35	-1.5	430.35	-2.57	735.07	-3.27	937.58	-3.27	937.58	-2.31	662.87	-2.22	636.62	45	0.55	0	0.26	153.38	-0.16	62.68	32.28	0.55	0	-1.65	904.63	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
14	30	0.55	0	0.66	441.35	-1.41	406.85	-1.46	419.18	-2.46	708.67	-3.17	913.24	-3.17	913.24	-2.15	620.09	45	0.55	0	0.26	153.38	-0.16	62.68	32.62	0.55	0	-1.63	888.92	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
15	30	0.55	0	0.66	441.35	-1.41	406.85	-1.46	419.18	-2.46	708.67	-3.17	913.24	-3.17	913.24	-2.15	620.09	45	0.55	0	0.26	153.38	-0.16	62.68	32.84	0.55	0	-1.62	878.54	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
16	30	0.55	0	0.63	455.33	-1.41	406.85	-1.46	419.18	-2.46	708.67	-3.17	913.24	-3.17	913.24	-2.15	620.09	45	0.55	0	0.3	252.83	-0.12	111.19	32.95	0.55	0	-1.55	899.17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
17	30	0.55	0	0.63	455.33	-1.49	426.23	-1.58	452.07	-1.5	430.54	-2.72	780.71	-3.34	956.76	-3.34	956.76	45	0.55	0	0.3	252.83	-0.12	111.19	33.02	0.55	0	-1.55	897.01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
18	30	0.55	0	0.63	455.33	-1.49	426.23	-1.58	452.07	-1.5	430.54	-2.72	780.71	-3.34	956.76	-3.34	956.76	45	0.55	0	0.3	252.83	-0.12	111.19	32.47	0.55	0	-1.59	913.01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
19	30	0.55	0	0.63	455.33	-1.49	426.23	-1.58	452.07	-1.5	430.54	-2.72	780.71	-3.34	956.76	-3.34	956.76	45	0.55	0	0.3	252.83	-0.12	111.19	32.39	0.55	0	-1.59	915.21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
20	30	0.55	0	0.63	455.33	-1.51	432.22	-1.44	410.82	-1.48	423.66	-1.45	415.1	-2.66	760.78	-2.56	730.35	45	0.55	0	0.3	252.83	-0.12	111.19	32.24	0.55	0	-1.61	919.61	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
21	30	0.55	0	0.68	399.68	-1.51	432.22	-1.44	410.82	-1.48	423.66	-1.45	415.1	-2.66	760.78	-2.56	730.35	45	0.55	0	0.38	306.55	-0.13	133.43	32.01	0.55	0	-1.57	962.5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
22	30	0.55	0	0.68	399.68	-1.51	432.22	-1.44	410.82	-1.48	423.66	-1.45	415.1	-2.66	760.78	-2.56	730.35	45	0.55	0	0.38	306.55	-0.13	133.43	31.71	0.55	0	-1.59	969.69	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
23	30	0.55	0	0.68	399.68	-1.51	432.22	-1.44	410.82	-1.48	423.66	-1.45	415.1	-2.66	760.78	-2.56	730.35	45	0.55	0	0.38	306.55	-0.13	133.43	31.32	0.55	0	-1.62	978.75	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
24	30	0.55	0	0.68	399.68	-1.51	432.22	-1.44	410.82	-1.48	423.66	-1.45	415.1	-2.66	760.78	-2.56	730.35	45	0.55	0	0.38	306.55	-0.13	133.43	30.85	0.55	0	-1.65	989.72	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
25	30	0.55	0	0.68	399.68	-1.51	432.22	-1.44	410.82	-1.48	423.66	-1.45	415.1	-2.66	760.78	-2.56	730.35	45	0.55	0	0.38	306.55	-0.13	133.43	30.3	0.55	0	-1.69	1002.63	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
26	30	0.55	0	0.68	399.68	-1.51	432.22	-1.44	410.82	-1.48	423.66	-1.45	415.1	-2.66	760.78	-2.56	730.35	45	0.55	0	0.38	306.55	-0.13	133.43	30.33	0.55	0	-1.69	1001.89	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
27	30	0.55	0	0.68	399.68	-1.51	432.22	-1.44	410.82	-1.48	423.66	-1.45	415.1	-2.66	760.78	-2.56	730.35	45	0.55	0	0.38	306.55	-0.13	133.43	30.95	0.55	0	-1.65	987.42	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
